,Mjob,Fjob,traveltime,studytime,failures,internet,freetime,absences,G1,G2,G3,Average,approved
257,3.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,10.0,8.0,9.0,9.0,0.0
258,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,14.0,14.0,15.0,14.0,0.0
259,2.0,2.0,1.0,3.0,0.0,1.0,3.0,10.0,11.0,10.0,10.0,10.0,0.0
260,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,12.0,11.0,11.0,11.0,0.0
261,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,13.0,13.0,13.0,13.0,0.0
262,0.0,0.0,4.0,1.0,1.0,1.0,5.0,14.0,9.0,9.0,8.0,8.0,0.0
263,0.0,1.0,1.0,2.0,0.0,1.0,5.0,16.0,8.0,7.0,8.0,7.0,0.0
264,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,11.0,9.0,10.0,10.0,0.0
265,2.0,0.0,2.0,3.0,0.0,1.0,3.0,4.0,15.0,14.0,15.0,14.0,0.0
266,3.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,15.0,14.0,14.0,14.0,0.0
267,4.0,0.0,2.0,2.0,0.0,1.0,5.0,8.0,15.0,15.0,15.0,15.0,1.0
268,3.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,12.0,12.0,12.0,12.0,0.0
269,3.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,14.0,14.0,15.0,14.0,0.0
270,1.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,14.0,15.0,15.0,14.0,0.0
271,3.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,11.0,11.0,12.0,11.0,0.0
272,0.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,13.0,14.0,15.0,14.0,0.0
273,1.0,0.0,2.0,3.0,0.0,1.0,2.0,10.0,11.0,11.0,11.0,11.0,0.0
274,2.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0,10.0,9.0,10.0,9.0,0.0
275,0.0,0.0,2.0,3.0,0.0,1.0,4.0,10.0,12.0,10.0,11.0,11.0,0.0
276,0.0,0.0,3.0,1.0,0.0,1.0,3.0,7.0,15.0,16.0,16.0,15.0,1.0
277,0.0,1.0,1.0,2.0,0.0,0.0,3.0,4.0,11.0,10.0,11.0,10.0,0.0
278,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,9.0,12.0,13.0,11.0,0.0
279,1.0,1.0,1.0,1.0,3.0,1.0,4.0,12.0,7.0,8.0,5.0,6.0,0.0
280,0.0,1.0,1.0,2.0,0.0,1.0,3.0,8.0,10.0,9.0,10.0,9.0,0.0
281,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,11.0,12.0,11.0,11.0,0.0
282,1.0,0.0,2.0,1.0,0.0,1.0,4.0,8.0,7.0,8.0,7.0,7.0,0.0
283,2.0,0.0,3.0,2.0,1.0,1.0,3.0,4.0,9.0,11.0,10.0,10.0,0.0
284,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,8.0,6.0,7.0,0.0
285,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,14.0,13.0,12.0,13.0,0.0
286,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,12.0,12.0,13.0,12.0,0.0
287,4.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,9.0,10.0,10.0,9.0,0.0
288,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,12.0,12.0,13.0,12.0,0.0
289,3.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,14.0,15.0,17.0,15.0,1.0
290,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,10.0,10.0,11.0,10.0,0.0
291,1.0,0.0,3.0,2.0,1.0,1.0,4.0,4.0,11.0,10.0,11.0,10.0,0.0
292,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,11.0,12.0,14.0,12.0,0.0
293,0.0,2.0,1.0,3.0,0.0,0.0,4.0,4.0,11.0,12.0,14.0,12.0,0.0
294,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0,11.0,13.0,11.0,0.0
295,1.0,2.0,1.0,2.0,0.0,1.0,3.0,4.0,11.0,13.0,14.0,12.0,0.0
296,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,16.0,16.0,16.0,16.0,1.0
297,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,10.0,10.0,9.0,0.0
298,1.0,1.0,1.0,4.0,0.0,1.0,4.0,2.0,10.0,11.0,12.0,11.0,0.0
299,0.0,0.0,2.0,2.0,0.0,1.0,2.0,8.0,10.0,12.0,12.0,11.0,0.0
300,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,15.0,15.0,15.0,15.0,1.0
301,3.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,10.0,10.0,11.0,10.0,0.0
302,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,10.0,11.0,12.0,11.0,0.0
303,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,15.0,12.0,13.0,13.0,0.0
304,2.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,11.0,12.0,13.0,12.0,0.0
305,0.0,0.0,2.0,1.0,0.0,1.0,4.0,8.0,8.0,8.0,9.0,8.0,0.0
306,0.0,0.0,2.0,2.0,0.0,1.0,2.0,6.0,15.0,16.0,16.0,15.0,1.0
307,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,11.0,11.0,14.0,12.0,0.0
308,3.0,0.0,2.0,2.0,0.0,1.0,3.0,8.0,10.0,11.0,12.0,11.0,0.0
309,4.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,10.0,12.0,14.0,12.0,0.0
310,0.0,0.0,2.0,2.0,0.0,1.0,3.0,12.0,8.0,9.0,10.0,9.0,0.0
311,0.0,1.0,1.0,2.0,0.0,1.0,3.0,16.0,11.0,12.0,12.0,11.0,0.0
312,0.0,1.0,1.0,4.0,0.0,1.0,5.0,10.0,16.0,16.0,16.0,16.0,1.0
313,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,13.0,13.0,13.0,13.0,0.0
314,2.0,2.0,1.0,2.0,0.0,0.0,5.0,2.0,16.0,17.0,18.0,17.0,1.0
315,0.0,0.0,1.0,2.0,0.0,1.0,2.0,8.0,14.0,14.0,15.0,14.0,0.0
316,2.0,4.0,2.0,2.0,0.0,1.0,3.0,6.0,15.0,16.0,16.0,15.0,1.0
317,1.0,0.0,2.0,2.0,0.0,1.0,4.0,6.0,12.0,12.0,12.0,12.0,0.0
318,0.0,1.0,2.0,2.0,0.0,1.0,1.0,15.0,12.0,9.0,10.0,10.0,0.0
319,3.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,11.0,12.0,12.0,11.0,0.0
320,4.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,14.0,12.0,13.0,13.0,0.0
321,0.0,1.0,3.0,3.0,0.0,1.0,2.0,8.0,13.0,15.0,15.0,14.0,0.0
322,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,9.0,8.0,10.0,9.0,0.0
323,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,10.0,10.0,10.0,10.0,0.0
324,2.0,0.0,2.0,1.0,0.0,1.0,4.0,10.0,10.0,10.0,11.0,10.0,0.0
325,1.0,0.0,2.0,1.0,0.0,1.0,5.0,22.0,11.0,11.0,10.0,10.0,0.0
326,3.0,1.0,1.0,1.0,0.0,1.0,4.0,18.0,13.0,13.0,13.0,13.0,0.0
327,2.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,17.0,17.0,18.0,17.0,1.0
328,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,12.0,13.0,13.0,12.0,0.0
329,0.0,0.0,1.0,2.0,0.0,1.0,4.0,12.0,12.0,12.0,14.0,12.0,0.0
330,0.0,0.0,2.0,2.0,0.0,1.0,3.0,10.0,12.0,13.0,14.0,13.0,0.0
331,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,12.0,12.0,12.0,12.0,0.0
332,2.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,18.0,18.0,18.0,18.0,1.0
333,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,13.0,13.0,14.0,13.0,0.0
334,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,14.0,15.0,15.0,14.0,0.0
335,3.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,17.0,17.0,17.0,17.0,1.0
336,3.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,15.0,16.0,16.0,15.0,1.0
337,4.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,17.0,18.0,18.0,17.0,1.0
338,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,18.0,19.0,19.0,18.0,1.0
339,1.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,14.0,15.0,15.0,14.0,0.0
340,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,14.0,15.0,15.0,14.0,0.0
341,4.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,14.0,13.0,13.0,13.0,0.0
342,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,13.0,14.0,14.0,13.0,0.0
343,0.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,16.0,17.0,17.0,16.0,1.0
344,3.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,18.0,18.0,17.0,17.0,1.0
345,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,14.0,15.0,15.0,14.0,0.0
346,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,12.0,13.0,13.0,12.0,0.0
347,1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,7.0,7.0,8.0,7.0,0.0
348,0.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,16.0,16.0,16.0,16.0,1.0
349,4.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,18.0,18.0,18.0,18.0,1.0
350,2.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,9.0,10.0,11.0,10.0,0.0
351,1.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,14.0,15.0,15.0,14.0,0.0
352,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,10.0,10.0,11.0,10.0,0.0
353,0.0,3.0,1.0,2.0,0.0,0.0,4.0,2.0,10.0,10.0,11.0,10.0,0.0
354,1.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,12.0,12.0,15.0,13.0,0.0
355,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,11.0,12.0,14.0,12.0,0.0
356,3.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,15.0,16.0,17.0,16.0,1.0
357,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,14.0,15.0,17.0,15.0,1.0
358,4.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,12.0,12.0,15.0,13.0,0.0
359,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,15.0,15.0,17.0,15.0,1.0
360,2.0,0.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,12.0,14.0,12.0,0.0
361,4.0,0.0,2.0,2.0,0.0,1.0,4.0,9.0,11.0,10.0,10.0,10.0,0.0
362,3.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,12.0,11.0,13.0,12.0,0.0
363,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,11.0,12.0,14.0,12.0,0.0
364,4.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,14.0,15.0,17.0,15.0,1.0
365,1.0,1.0,1.0,2.0,0.0,1.0,2.0,14.0,15.0,14.0,17.0,15.0,1.0
366,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,12.0,12.0,13.0,12.0,0.0
367,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,12.0,14.0,12.0,0.0
368,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,9.0,11.0,9.0,0.0
369,0.0,0.0,3.0,3.0,0.0,0.0,5.0,12.0,10.0,10.0,11.0,10.0,0.0
370,0.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,8.0,8.0,9.0,8.0,0.0
371,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,10.0,10.0,10.0,10.0,0.0
372,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,14.0,13.0,13.0,13.0,0.0
373,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,11.0,11.0,10.0,10.0,0.0
374,1.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,17.0,18.0,17.0,17.0,1.0
375,2.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,14.0,14.0,15.0,14.0,0.0
376,0.0,0.0,2.0,3.0,0.0,1.0,5.0,0.0,14.0,14.0,14.0,14.0,0.0
377,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,13.0,14.0,13.0,13.0,0.0
378,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,17.0,18.0,17.0,17.0,1.0
379,1.0,0.0,4.0,1.0,0.0,1.0,4.0,2.0,11.0,10.0,10.0,10.0,0.0
380,3.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,13.0,12.0,13.0,12.0,0.0
381,3.0,3.0,2.0,3.0,0.0,1.0,3.0,4.0,15.0,14.0,15.0,14.0,0.0
382,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,11.0,12.0,11.0,11.0,0.0
383,0.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,11.0,11.0,12.0,11.0,0.0
384,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,11.0,10.0,10.0,10.0,0.0
385,2.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,10.0,9.0,10.0,9.0,0.0
386,2.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,15.0,15.0,15.0,15.0,1.0
387,0.0,0.0,1.0,1.0,0.0,1.0,4.0,6.0,15.0,14.0,15.0,14.0,0.0
388,1.0,1.0,1.0,2.0,0.0,1.0,3.0,8.0,10.0,11.0,12.0,11.0,0.0
389,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,10.0,9.0,12.0,10.0,0.0
390,2.0,0.0,2.0,4.0,0.0,0.0,4.0,6.0,14.0,13.0,14.0,13.0,0.0
391,1.0,0.0,1.0,3.0,0.0,1.0,4.0,8.0,11.0,13.0,14.0,12.0,0.0
392,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,12.0,13.0,15.0,13.0,0.0
393,1.0,1.0,1.0,4.0,0.0,1.0,3.0,4.0,14.0,14.0,15.0,14.0,0.0
394,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,14.0,14.0,16.0,14.0,0.0
395,3.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,12.0,12.0,13.0,12.0,0.0
396,1.0,0.0,1.0,2.0,0.0,1.0,3.0,6.0,16.0,16.0,17.0,16.0,1.0
397,2.0,2.0,1.0,2.0,0.0,1.0,3.0,18.0,10.0,12.0,14.0,12.0,0.0
398,2.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,11.0,12.0,14.0,12.0,0.0
399,0.0,1.0,1.0,3.0,0.0,1.0,4.0,4.0,14.0,16.0,17.0,15.0,1.0
400,3.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,15.0,14.0,17.0,15.0,1.0
401,3.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,14.0,13.0,14.0,13.0,0.0
402,4.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,11.0,12.0,13.0,12.0,0.0
403,1.0,0.0,2.0,2.0,0.0,1.0,3.0,10.0,12.0,15.0,15.0,14.0,0.0
404,1.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,12.0,16.0,16.0,14.0,0.0
405,2.0,0.0,2.0,1.0,1.0,1.0,2.0,16.0,10.0,11.0,11.0,10.0,0.0
406,0.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,10.0,13.0,13.0,12.0,0.0
407,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,9.0,12.0,12.0,11.0,0.0
408,1.0,1.0,1.0,2.0,0.0,1.0,4.0,11.0,9.0,11.0,12.0,10.0,0.0
409,0.0,0.0,1.0,2.0,0.0,1.0,3.0,9.0,13.0,14.0,15.0,14.0,0.0
410,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,13.0,17.0,17.0,15.0,1.0
411,4.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,12.0,15.0,15.0,14.0,0.0
412,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,14.0,17.0,17.0,16.0,1.0
413,2.0,0.0,2.0,2.0,2.0,1.0,3.0,21.0,9.0,10.0,10.0,9.0,0.0
414,0.0,0.0,2.0,3.0,0.0,1.0,2.0,8.0,11.0,15.0,15.0,13.0,0.0
415,3.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,10.0,11.0,10.0,0.0
416,0.0,0.0,1.0,2.0,0.0,1.0,4.0,10.0,16.0,18.0,18.0,17.0,1.0
417,2.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,14.0,17.0,17.0,16.0,1.0
418,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,13.0,14.0,14.0,13.0,0.0
419,0.0,0.0,1.0,1.0,0.0,1.0,3.0,10.0,7.0,11.0,11.0,9.0,0.0
420,1.0,0.0,2.0,2.0,0.0,1.0,1.0,10.0,14.0,17.0,17.0,16.0,1.0
421,0.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,8.0,10.0,10.0,9.0,0.0
422,1.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,10.0,13.0,13.0,12.0,0.0
423,2.0,0.0,2.0,1.0,0.0,1.0,3.0,11.0,10.0,11.0,11.0,10.0,0.0
424,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,12.0,12.0,12.0,12.0,0.0
425,2.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,10.0,10.0,10.0,10.0,0.0
426,2.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0,10.0,10.0,11.0,10.0,0.0
427,2.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,16.0,17.0,17.0,16.0,1.0
428,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,8.0,9.0,7.0,0.0
429,2.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,10.0,11.0,11.0,10.0,0.0
430,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,10.0,11.0,11.0,10.0,0.0
431,2.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,10.0,10.0,10.0,10.0,0.0
432,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,6.0,6.0,7.0,6.0,0.0
433,3.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,13.0,14.0,14.0,13.0,0.0
434,2.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,10.0,9.0,11.0,10.0,0.0
435,2.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,10.0,10.0,10.0,10.0,0.0
436,0.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,8.0,7.0,0.0
437,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,12.0,11.0,12.0,11.0,0.0
438,0.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,10.0,11.0,12.0,11.0,0.0
439,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,14.0,16.0,16.0,15.0,1.0
440,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0
441,0.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,8.0,9.0,9.0,8.0,0.0
442,4.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,12.0,13.0,14.0,13.0,0.0
443,4.0,1.0,1.0,2.0,0.0,1.0,3.0,7.0,7.0,9.0,8.0,8.0,0.0
444,0.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,9.0,10.0,11.0,10.0,0.0
445,0.0,0.0,4.0,2.0,0.0,0.0,4.0,8.0,7.0,9.0,9.0,8.0,0.0
446,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0
447,0.0,0.0,3.0,1.0,0.0,0.0,5.0,8.0,8.0,10.0,9.0,9.0,0.0
448,3.0,3.0,2.0,3.0,0.0,1.0,2.0,6.0,16.0,16.0,17.0,16.0,1.0
449,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,13.0,13.0,12.0,0.0
450,0.0,1.0,3.0,2.0,0.0,1.0,5.0,2.0,15.0,15.0,15.0,15.0,1.0
451,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,10.0,11.0,11.0,10.0,0.0
452,0.0,0.0,3.0,2.0,0.0,1.0,4.0,4.0,9.0,10.0,11.0,10.0,0.0
453,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,10.0,8.0,8.0,8.0,0.0
454,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,9.0,8.0,8.0,8.0,0.0
455,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,9.0,10.0,9.0,9.0,0.0
456,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,13.0,14.0,15.0,14.0,0.0
457,2.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,10.0,11.0,11.0,10.0,0.0
458,0.0,0.0,4.0,4.0,0.0,1.0,3.0,0.0,13.0,10.0,13.0,12.0,0.0
459,2.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,10.0,9.0,10.0,9.0,0.0
460,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,11.0,10.0,11.0,10.0,0.0
461,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,13.0,12.0,14.0,13.0,0.0
462,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,13.0,14.0,14.0,13.0,0.0
463,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,14.0,11.0,12.0,12.0,0.0
464,2.0,0.0,2.0,1.0,0.0,0.0,4.0,6.0,11.0,11.0,11.0,11.0,0.0
465,0.0,0.0,1.0,2.0,1.0,1.0,4.0,9.0,9.0,8.0,8.0,8.0,0.0
466,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,10.0,9.0,11.0,10.0,0.0
467,0.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,14.0,13.0,14.0,13.0,0.0
468,4.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,13.0,12.0,13.0,12.0,0.0
469,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,13.0,12.0,13.0,12.0,0.0
470,1.0,0.0,1.0,2.0,0.0,1.0,5.0,4.0,13.0,12.0,12.0,12.0,0.0
471,2.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,12.0,11.0,12.0,11.0,0.0
472,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,14.0,14.0,16.0,14.0,0.0
473,2.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,10.0,8.0,10.0,9.0,0.0
474,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,10.0,11.0,11.0,10.0,0.0
475,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,12.0,13.0,14.0,13.0,0.0
476,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,10.0,8.0,8.0,8.0,0.0
477,1.0,1.0,2.0,1.0,0.0,1.0,3.0,11.0,12.0,10.0,11.0,11.0,0.0
478,2.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,7.0,7.0,8.0,7.0,0.0
479,0.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,9.0,9.0,10.0,9.0,0.0
480,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,9.0,9.0,10.0,9.0,0.0
481,2.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,9.0,10.0,11.0,10.0,0.0
482,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,10.0,9.0,9.0,0.0
483,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,9.0,10.0,11.0,10.0,0.0
484,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,7.0,7.0,8.0,7.0,0.0
485,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,11.0,10.0,11.0,10.0,0.0
486,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,9.0,10.0,10.0,9.0,0.0
487,0.0,0.0,2.0,3.0,2.0,0.0,3.0,6.0,7.0,9.0,10.0,8.0,0.0
488,2.0,1.0,1.0,3.0,1.0,0.0,3.0,6.0,7.0,9.0,9.0,8.0,0.0
489,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,8.0,9.0,10.0,9.0,0.0
490,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,11.0,10.0,10.0,0.0
491,0.0,0.0,2.0,2.0,1.0,1.0,1.0,12.0,7.0,8.0,9.0,8.0,0.0
492,4.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,8.0,10.0,10.0,9.0,0.0
493,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,9.0,9.0,10.0,9.0,0.0
494,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,8.0,9.0,9.0,8.0,0.0
495,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,14.0,13.0,13.0,13.0,0.0
496,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,14.0,14.0,14.0,14.0,0.0
497,1.0,2.0,2.0,4.0,1.0,0.0,4.0,0.0,10.0,11.0,10.0,10.0,0.0
498,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,14.0,13.0,14.0,13.0,0.0
499,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,17.0,16.0,16.0,16.0,1.0
500,0.0,0.0,1.0,1.0,1.0,1.0,3.0,12.0,6.0,7.0,7.0,6.0,0.0
501,0.0,0.0,1.0,1.0,0.0,1.0,2.0,8.0,14.0,12.0,13.0,13.0,0.0
502,1.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,10.0,8.0,9.0,9.0,0.0
503,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,14.0,14.0,14.0,14.0,0.0
504,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,12.0,13.0,13.0,12.0,0.0
505,2.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0
506,2.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,11.0,9.0,10.0,10.0,0.0
507,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,11.0,11.0,10.0,10.0,0.0
508,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,10.0,9.0,9.0,9.0,0.0
509,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,16.0,17.0,18.0,17.0,1.0
510,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,15.0,17.0,17.0,16.0,1.0
511,0.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,11.0,9.0,10.0,10.0,0.0
512,2.0,0.0,1.0,2.0,1.0,1.0,3.0,9.0,7.0,7.0,7.0,7.0,0.0
513,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,6.0,8.0,7.0,0.0
514,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,7.0,6.0,0.0
